programs/weather/trace/vpython_001.txt,001,2361760,4316938,124,161698,24879,47805,2,1170,186,336,0,17,2386825,4365079,126,162885
programs/weather/trace/vpython_002.txt,002,2361763,4316943,124,161698,24879,47805,2,1170,186,336,0,17,2386828,4365084,126,162885
programs/weather/trace/vpython_003.txt,003,2361760,4316938,124,161698,24879,47805,2,1170,186,336,0,17,2386825,4365079,126,162885
programs/weather/trace/vpython_004.txt,004,2361769,4316953,124,161698,24879,47805,2,1170,186,336,0,17,2386834,4365094,126,162885
programs/weather/trace/vpython_005.txt,005,2361760,4316938,124,161698,24879,47805,2,1170,186,336,0,17,2386825,4365079,126,162885
programs/weather/trace/vpython_006.txt,006,2361757,4316933,124,161698,24879,47805,2,1170,186,336,0,17,2386822,4365074,126,162885
programs/weather/trace/vpython_007.txt,007,2361766,4316948,124,161698,24879,47805,2,1170,186,336,0,17,2386831,4365089,126,162885
programs/weather/trace/vpython_008.txt,008,2361760,4316938,124,161698,24879,47805,2,1170,186,336,0,17,2386825,4365079,126,162885
programs/weather/trace/vpython_009.txt,009,2361769,4316953,124,161698,24879,47805,2,1170,186,336,0,17,2386834,4365094,126,162885
programs/weather/trace/vpython_010.txt,010,2361757,4316933,124,161698,24879,47805,2,1170,186,336,0,17,2386822,4365074,126,162885
programs/weather/trace/vpython_011.txt,011,2361754,4316928,124,161698,24879,47805,2,1170,186,336,0,17,2386819,4365069,126,162885
programs/weather/trace/vpython_012.txt,012,2361757,4316933,124,161698,24879,47805,2,1170,186,336,0,17,2386822,4365074,126,162885
programs/weather/trace/vpython_013.txt,013,2361754,4316928,124,161698,24879,47805,2,1170,186,336,0,17,2386819,4365069,126,162885
programs/weather/trace/vpython_014.txt,014,2361760,4316938,124,161698,24879,47805,2,1170,186,336,0,17,2386825,4365079,126,162885
programs/weather/trace/vpython_015.txt,015,2361763,4316943,124,161698,24879,47805,2,1170,186,336,0,17,2386828,4365084,126,162885
programs/weather/trace/vpython_016.txt,016,2361760,4316938,124,161698,24879,47805,2,1170,186,336,0,17,2386825,4365079,126,162885
programs/weather/trace/vpython_017.txt,017,2361769,4316953,124,161698,24879,47805,2,1170,186,336,0,17,2386834,4365094,126,162885
programs/weather/trace/vpython_018.txt,018,2361763,4316943,124,161698,24879,47805,2,1170,186,336,0,17,2386828,4365084,126,162885
programs/weather/trace/vpython_019.txt,019,2361775,4316963,124,161698,24879,47805,2,1170,186,336,0,17,2386840,4365104,126,162885
programs/weather/trace/vpython_020.txt,020,2361784,4316978,124,161698,24879,47805,2,1170,186,336,0,17,2386849,4365119,126,162885
programs/weather/trace/vpython_021.txt,021,2361757,4316933,124,161698,24879,47805,2,1170,186,336,0,17,2386822,4365074,126,162885
programs/weather/trace/vpython_022.txt,022,2361760,4316938,124,161698,24879,47805,2,1170,186,336,0,17,2386825,4365079,126,162885
programs/weather/trace/vpython_023.txt,023,2361772,4316958,124,161698,24879,47805,2,1170,186,336,0,17,2386837,4365099,126,162885
programs/weather/trace/vpython_024.txt,024,2361757,4316933,124,161698,24879,47805,2,1170,186,336,0,17,2386822,4365074,126,162885
programs/weather/trace/vpython_025.txt,025,2361781,4316973,124,161698,24879,47805,2,1170,186,336,0,17,2386846,4365114,126,162885
programs/weather/trace/vpython_026.txt,026,2361775,4316963,124,161698,24879,47805,2,1170,186,336,0,17,2386840,4365104,126,162885
programs/weather/trace/vpython_027.txt,027,2361757,4316933,124,161698,24879,47805,2,1170,186,336,0,17,2386822,4365074,126,162885
programs/weather/trace/vpython_028.txt,028,2361763,4316943,124,161698,24879,47805,2,1170,186,336,0,17,2386828,4365084,126,162885
programs/weather/trace/vpython_029.txt,029,2361751,4316923,124,161698,24879,47805,2,1170,186,336,0,17,2386816,4365064,126,162885
programs/weather/trace/vpython_030.txt,030,2361763,4316943,124,161698,24891,47823,2,1171,186,336,0,17,2386840,4365102,126,162886
programs/weather/trace/vpython_031.txt,031,2361754,4316928,124,161698,24891,47823,2,1171,186,336,0,17,2386831,4365087,126,162886
programs/weather/trace/vpython_032.txt,032,2361763,4316943,124,161698,24903,47841,2,1172,186,336,0,17,2386852,4365120,126,162887
programs/weather/trace/vpython_033.txt,033,2361760,4316938,124,161698,24903,47841,2,1172,186,336,0,17,2386849,4365115,126,162887
programs/weather/trace/vpython_034.txt,034,2361757,4316933,124,161698,24903,47841,2,1172,186,336,0,17,2386846,4365110,126,162887
programs/weather/trace/vpython_035.txt,035,2361769,4316953,124,161698,24915,47859,2,1173,186,336,0,17,2386870,4365148,126,162888
programs/weather/trace/vpython_036.txt,036,2361772,4316958,124,161698,24915,47859,2,1173,186,336,0,17,2386873,4365153,126,162888
programs/weather/trace/vpython_037.txt,037,2361772,4316958,124,161698,24927,47877,2,1174,186,336,0,17,2386885,4365171,126,162889



