programs/gan_mnist/trace/vpython_ganmnist_00000010.txt,010,2500592,4272049,2,177680,19744,37833,0,1711,303,525,0,22,2520639,4310407,2,179413
programs/gan_mnist/trace/vpython_ganmnist_00000020.txt,020,2500592,4272049,2,177680,23174,44503,0,2131,303,525,0,22,2524069,4317077,2,179833
programs/gan_mnist/trace/vpython_ganmnist_00000030.txt,030,2500592,4272049,2,177680,26604,51173,0,2551,303,525,0,22,2527499,4323747,2,180253
programs/gan_mnist/trace/vpython_ganmnist_00000040.txt,040,2500592,4272049,2,177680,30034,57843,0,2971,303,525,0,22,2530929,4330417,2,180673
programs/gan_mnist/trace/vpython_ganmnist_00000050.txt,050,2500592,4272049,2,177680,33464,64513,0,3391,303,525,0,22,2534359,4337087,2,181093
programs/gan_mnist/trace/vpython_ganmnist_00000060.txt,060,2500592,4272049,2,177680,36894,71183,0,3811,303,525,0,22,2537789,4343757,2,181513
programs/gan_mnist/trace/vpython_ganmnist_00000070.txt,070,2500592,4272049,2,177680,40324,77853,0,4231,303,525,0,22,2541219,4350427,2,181933
programs/gan_mnist/trace/vpython_ganmnist_00000080.txt,080,2500592,4272049,2,177680,43754,84523,0,4651,303,525,0,22,2544649,4357097,2,182353
programs/gan_mnist/trace/vpython_ganmnist_00000090.txt,090,2500592,4272049,2,177680,47184,91193,0,5071,303,525,0,22,2548079,4363767,2,182773
programs/gan_mnist/trace/vpython_ganmnist_00000100.txt,100,2500592,4272049,2,177680,50614,97863,0,5491,303,525,0,22,2551509,4370437,2,183193
programs/gan_mnist/trace/vpython_ganmnist_00000200.txt,200,2500592,4272049,2,177680,84914,164563,0,9691,303,525,0,22,2585809,4437137,2,187393
programs/gan_mnist/trace/vpython_ganmnist_00000300.txt,300,2500592,4272049,2,177680,119214,231263,0,13891,303,525,0,22,2620109,4503837,2,191593
programs/gan_mnist/trace/vpython_ganmnist_00000400.txt,400,2500592,4272049,2,177680,153514,297963,0,18091,303,525,0,22,2654409,4570537,2,195793
programs/gan_mnist/trace/vpython_ganmnist_00000500.txt,500,2500592,4272049,2,177680,187814,364663,0,22291,303,525,0,22,2688709,4637237,2,199993
programs/gan_mnist/trace/vpython_ganmnist_00000600.txt,600,2500592,4272049,2,177680,222114,431363,0,26491,303,525,0,22,2723009,4703937,2,204193
programs/gan_mnist/trace/vpython_ganmnist_00000700.txt,700,2500592,4272049,2,177680,256414,498063,0,30691,303,525,0,22,2757309,4770637,2,208393
programs/gan_mnist/trace/vpython_ganmnist_00000800.txt,800,2500592,4272049,2,177680,290714,564763,0,34891,303,525,0,22,2791609,4837337,2,212593
programs/gan_mnist/trace/vpython_ganmnist_00000900.txt,900,2500592,4272049,2,177680,325014,631463,0,39091,303,525,0,22,2825909,4904037,2,216793
programs/gan_mnist/trace/vpython_ganmnist_00001000.txt,000,2500592,4272049,2,177680,359314,698163,0,43291,303,525,0,22,2860209,4970737,2,220993
programs/gan_mnist/trace/vpython_ganmnist_00002000.txt,000,2500592,4272049,2,177680,702314,1365163,0,85291,303,525,0,22,3203209,5637737,2,262993
programs/gan_mnist/trace/vpython_ganmnist_00003000.txt,000,2500592,4272049,2,177680,1045314,2032163,0,127291,303,525,0,22,3546209,6304737,2,304993
programs/gan_mnist/trace/vpython_ganmnist_00004000.txt,000,2500592,4272049,2,177680,1388314,2699163,0,169291,303,525,0,22,3889209,6971737,2,346993
programs/gan_mnist/trace/vpython_ganmnist_00005000.txt,000,2500592,4272049,2,177680,1731314,3366163,0,211291,303,525,0,22,4232209,7638737,2,388993
programs/gan_mnist/trace/vpython_ganmnist_00006000.txt,000,2500592,4272049,2,177680,2074314,4033163,0,253291,303,525,0,22,4575209,8305737,2,430993
programs/gan_mnist/trace/vpython_ganmnist_00007000.txt,000,2500592,4272049,2,177680,2417314,4700163,0,295291,303,525,0,22,4918209,8972737,2,472993
programs/gan_mnist/trace/vpython_ganmnist_00008000.txt,000,2500592,4272049,2,177680,2760314,5367163,0,337291,303,525,0,22,5261209,9639737,2,514993
programs/gan_mnist/trace/vpython_ganmnist_00009000.txt,000,2500592,4272049,2,177680,3103314,6034163,0,379291,303,525,0,22,5604209,10306737,2,556993
programs/gan_mnist/trace/vpython_ganmnist_00010000.txt,000,2500592,4272049,2,177680,3446314,6701163,0,421291,303,525,0,22,5947209,10973737,2,598993
programs/gan_mnist/trace/vpython_ganmnist_00020000.txt,000,2500592,4272049,2,177680,6876314,13371163,0,841291,303,525,0,22,9377209,17643737,2,1018993
programs/gan_mnist/trace/vpython_ganmnist_00030000.txt,000,2500592,4272049,2,177680,10306314,20041163,0,1261291,303,525,0,22,12807209,24313737,2,1438993
programs/gan_mnist/trace/vpython_ganmnist_00040000.txt,000,2500592,4272049,2,177680,13736314,26711163,0,1681291,303,525,0,22,16237209,30983737,2,1858993
programs/gan_mnist/trace/vpython_ganmnist_00050000.txt,000,2500592,4272049,2,177680,17166314,33381163,0,2101291,303,525,0,22,19667209,37653737,2,2278993
programs/gan_mnist/trace/vpython_ganmnist_00060000.txt,000,2500592,4272049,2,177680,20596314,40051163,0,2521291,303,525,0,22,23097209,44323737,2,2698993



programs/gan_mnist/trace/vpython_ganmnist_00000026.txt,026,2500592,4272049,2,177680,25232,48505,0,2383,303,525,0,22,2526127,4321079,2,180085
programs/gan_mnist/trace/vpython_ganmnist_00000097.txt,097,2500592,4272049,2,177680,49585,95862,0,5365,303,525,0,22,2550480,4368436,2,183067
programs/gan_mnist/trace/vpython_ganmnist_00000150.txt,150,2500592,4272049,2,177680,67764,131213,0,7591,303,525,0,22,2568659,4403787,2,185293
