-7,1
1,2
-7,3
4,-3
5,5
6,6
7,3
10,8
2,9
10,9
13,11
12,12
13,13
14,14
17,15
14,16
17,17
28,18
19,19
20,20
21,21
22,18
23,23
20,24
25,15
26,26
27,27
28,28
24,29
30,20
31,40
32,32
33,33
34,34
35,35
36,46
37,37
36,38
39,38
40,42
41,41
39,42
44,43
44,41
45,45
46,40
47,47
48,48
49,59
43,50
51,41
45,52
52,53
54,54
55,55
52,56
57,54
63,58
59,59
60,68
61,68
62,62
63,62
64,64
73,65
66,66
67,74
68,68
61,69
70,70
71,78
72,72
73,71
83,74
75,75
76,76
77,77
78,83
79,86
72,80
85,81
84,82
87,83
81,84
94,85
82,86
87,86
88,88
89,89
90,90
97,91
92,94
91,93
100,94
96,95
88,96
97,97
98,97
99,99
100,96
