1,-5
2,2
-6,3
3,4
0,5
6,10
3,7
8,16
2,9
10,1
11,11
11,12
13,13
24,14
15,20
16,16
23,17
11,18
19,24
20,11
14,21
22,12
16,23
16,24
16,25
36,26
27,22
28,28
29,22
30,35
31,30
32,34
25,33
34,36
37,35
36,36
37,34
38,41
45,39
40,35
31,41
37,42
43,50
44,44
38,45
46,46
46,47
48,43
46,49
50,50
51,46
52,52
53,55
48,54
48,55
57,56
50,57
52,58
59,68
60,58
61,61
62,63
63,55
56,64
58,65
66,69
67,60
60,68
68,69
75,70
71,71
72,63
71,73
84,74
75,78
72,76
74,77
78,78
88,79
86,80
81,79
75,82
83,74
84,78
85,92
88,86
80,87
83,88
89,86
93,90
91,91
84,92
93,89
94,85
95,101
96,105
97,94
95,98
99,106
110,100
