1,-1
-8,2
3,3
4,4
-2,5
6,6
7,16
8,8
9,11
10,10
1,11
16,12
13,13
14,14
15,21
16,16
17,17
16,18
19,19
20,20
21,21
22,22
23,23
31,24
25,22
34,26
19,27
24,28
29,19
30,30
31,31
32,32
33,33
34,34
36,35
36,45
37,39
38,38
39,39
44,40
41,41
42,42
43,40
44,35
45,45
46,46
57,47
48,41
49,45
50,50
51,51
52,55
53,53
54,54
55,55
56,58
57,57
58,58
59,59
60,60
56,61
62,62
63,58
64,64
65,65
66,66
67,67
68,68
69,69
76,70
71,71
72,72
73,73
74,74
75,75
76,76
77,77
78,78
79,79
80,80
81,81
82,82
83,83
84,76
85,81
86,86
87,87
88,88
89,89
90,90
91,91
92,92
93,93
87,94
95,95
96,103
97,104
98,98
99,101
97,100
