1,-4
12,2
3,-4
-3,4
5,7
6,14
7,17
8,13
9,13
13,10
21,11
12,17
22,13
14,5
20,15
16,18
9,17
21,18
25,19
20,21
21,24
22,31
23,32
33,24
25,18
31,26
27,28
34,28
27,29
22,30
31,29
32,30
36,33
34,30
35,30
36,26
37,47
33,38
39,36
40,32
41,32
48,42
45,43
44,53
55,45
46,51
54,47
50,48
49,40
50,48
51,47
52,46
53,44
54,47
46,55
56,64
58,57
60,58
55,59
52,60
61,68
68,62
63,61
71,64
70,65
66,62
67,66
68,64
69,70
67,70
71,77
72,78
73,68
74,83
75,74
76,67
78,77
78,85
76,79
80,78
90,81
82,75
88,83
78,84
76,85
86,84
87,84
83,88
92,89
83,90
91,95
92,102
98,93
90,94
86,95
93,96
97,107
108,98
99,91
100,99
