1,1
2,2
3,12
4,4
5,5
6,-4
7,7
8,13
9,9
10,7
11,11
12,3
13,13
24,14
15,15
16,16
17,12
18,18
19,9
23,20
21,21
22,22
23,23
18,24
26,25
26,26
27,19
28,28
29,29
30,30
31,31
28,32
33,33
34,34
30,35
36,36
37,37
38,38
39,39
40,41
40,41
42,42
42,43
44,44
45,40
46,46
47,47
45,48
49,49
50,50
51,51
52,52
53,62
54,54
55,55
56,56
54,57
58,58
59,59
60,60
68,61
67,62
63,63
64,64
65,65
66,66
70,67
68,68
68,69
66,70
71,71
72,72
73,70
74,74
75,75
76,85
77,77
78,78
79,75
80,80
81,81
82,82
83,83
78,84
85,85
86,86
87,87
88,83
89,89
90,90
91,91
92,92
93,93
94,94
95,95
96,96
97,97
98,98
99,99
100,100
