1,1
2,2
3,3
4,4
5,5
6,6
7,7
8,8
9,10
10,10
11,11
12,12
13,13
14,14
15,15
16,16
17,17
18,20
19,19
20,20
21,12
22,22
23,23
24,24
25,25
31,26
27,34
28,28
29,29
30,30
31,31
32,32
24,33
34,34
35,32
36,36
37,37
38,38
33,39
40,40
32,41
42,42
43,42
44,44
45,45
46,55
47,47
47,48
49,49
53,50
53,51
52,49
53,53
49,54
55,55
56,56
57,57
58,58
59,59
60,60
61,61
62,62
63,63
64,64
65,65
66,66
67,65
68,68
69,70
77,70
71,71
69,72
73,68
74,74
75,75
76,76
77,77
78,78
79,79
79,80
81,81
82,82
83,83
84,84
85,85
86,86
87,87
84,88
89,89
90,90
91,91
92,92
93,93
94,94
95,89
96,87
97,91
98,98
99,99
100,100
