1,-4
2,4
9,3
5,4
5,5
-4,6
2,7
8,13
17,9
10,10
4,11
12,9
14,13
14,8
23,15
23,16
17,17
21,18
17,19
11,20
21,21
14,22
23,23
31,24
25,35
32,26
27,27
28,37
20,29
28,30
31,35
32,32
33,33
34,36
35,38
36,36
37,32
45,38
39,39
40,40
34,41
42,47
39,43
48,44
45,45
46,46
47,47
48,50
51,49
50,60
51,51
52,57
56,53
50,54
58,55
56,56
50,57
58,58
59,60
60,60
55,61
63,62
63,53
64,61
65,65
66,66
74,67
61,68
64,69
70,71
71,71
77,72
73,73
74,64
85,75
80,76
77,77
78,78
79,79
76,80
81,81
82,89
83,87
75,84
93,85
86,80
87,87
88,95
89,82
82,90
91,99
101,92
93,93
94,104
95,90
91,96
97,105
98,98
99,97
107,100
