4,1
2,2
3,3
-6,4
5,5
6,6
7,7
8,15
9,9
10,10
11,11
12,12
4,13
14,14
12,15
16,10
17,17
18,18
19,19
20,29
21,21
22,31
23,23
17,24
25,22
26,25
27,32
37,28
23,29
25,30
31,31
32,32
33,27
34,34
35,35
36,36
37,37
38,38
39,39
40,40
41,41
44,42
43,43
44,44
45,45
52,46
40,47
48,53
49,49
50,50
51,51
46,52
53,53
54,62
55,55
56,56
57,57
58,58
59,59
60,70
55,61
62,62
63,63
64,64
65,65
66,66
67,67
68,68
69,69
74,70
71,71
72,72
73,73
67,74
75,74
76,76
77,77
78,81
79,79
78,80
81,81
79,82
83,83
84,84
85,85
86,86
87,87
88,88
89,89
90,90
91,82
92,97
93,93
94,94
95,95
96,96
97,89
98,106
99,99
100,100
