0,1
11,2
3,7
4,6
15,5
-3,6
7,13
8,18
9,14
10,6
9,11
3,12
13,23
15,14
15,15
16,21
17,15
18,23
19,20
14,20
30,21
22,19
23,20
24,30
25,35
35,26
32,27
28,24
29,27
20,30
27,31
32,25
33,32
34,36
35,29
36,29
27,37
38,36
39,36
37,40
41,44
50,42
43,52
53,44
42,45
46,51
47,47
57,48
49,56
44,50
51,59
52,58
53,57
54,62
55,45
66,56
52,57
67,58
69,59
60,57
61,60
62,57
57,63
64,64
58,65
66,71
67,58
62,68
69,69
79,70
71,79
76,72
73,67
74,68
75,83
76,76
77,72
78,78
70,79
79,80
75,81
90,82
80,83
84,84
85,83
86,88
87,89
86,88
79,89
90,99
91,91
99,92
93,87
93,94
100,95
96,96
97,92
103,98
109,99
100,110
