1,-3
2,2
3,1
11,4
5,5
6,11
3,7
8,8
9,9
10,18
14,11
12,12
13,13
14,4
23,15
21,16
21,17
18,28
14,19
20,20
21,26
25,22
27,23
16,24
25,22
30,26
27,34
28,28
36,29
30,30
31,31
32,33
33,29
34,38
35,35
36,37
37,42
38,38
39,39
40,40
41,41
42,36
38,43
34,44
45,36
46,49
47,45
51,48
49,39
46,50
42,51
42,52
43,53
54,61
50,55
56,56
54,57
58,51
64,59
53,60
61,61
62,52
61,63
64,62
57,65
66,66
67,74
68,71
69,65
62,70
71,71
72,63
73,73
74,74
75,78
75,76
77,81
69,78
74,79
80,82
81,90
83,82
83,84
87,84
85,90
86,81
86,87
88,78
89,99
90,90
97,91
92,92
90,93
91,94
104,95
87,96
97,99
98,105
99,99
97,100
