1,8
2,-8
3,-6
4,4
5,-5
-1,6
7,11
8,12
16,9
10,16
9,11
12,12
23,13
14,22
25,15
16,7
17,23
13,18
20,19
16,20
21,30
22,17
23,31
23,24
25,15
21,26
27,27
35,28
29,36
30,30
35,31
32,38
33,33
34,34
36,35
45,36
37,46
38,38
29,39
40,46
41,45
42,49
33,43
44,43
45,41
36,46
42,47
48,47
47,49
44,50
51,51
58,52
43,53
58,54
55,61
56,63
58,57
68,58
59,65
60,55
57,61
59,62
56,63
64,70
65,55
66,66
67,58
58,68
69,59
76,70
76,71
72,72
73,73
74,76
75,67
76,70
77,84
86,78
79,79
80,79
81,90
82,74
83,91
86,84
85,85
82,86
87,87
88,87
89,89
98,90
91,101
92,92
93,93
94,85
95,102
96,106
97,97
98,94
99,99
100,92
